user_id,min,Q1,Q2,Q3,max,p1,p2,p3,p4,p5
56884.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
56906.0,162.55,167.8,171.3,171.3,176.55,0.0,0.2,0.0,0.4,0.4
56907.0,72.4375,143.875,173.6,191.5,262.9375,0.25,0.25,0.0,0.5,0.0
56928.0,191.5,191.5,191.5,191.5,191.5,0.0,0.0,0.0,1.0,0.0
56954.0,209.5,223.9,228.7,233.5,247.89999999999998,0.0,0.5,0.0,0.5,0.0
56955.0,213.25,229.225,234.55,239.875,255.85000000000002,0.5,0.0,0.0,0.5,0.0
56961.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56962.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56964.0,111.0,133.5,146.6,148.5,171.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56971.0,187.2,187.2,187.2,187.2,187.2,0.0,0.0,0.0,1.0,0.0
57008.0,254.2,258.325,259.0,261.075,265.2,0.25,0.0,0.5,0.0,0.25
57010.0,119.14999999999999,159.875,173.45,187.025,227.75,0.5,0.0,0.0,0.5,0.0
57011.0,118.90000000000006,133.3,138.1,142.89999999999998,157.29999999999993,0.5,0.0,0.0,0.5,0.0
57022.0,-746.3000000000001,612.1,1064.9,1517.7,2876.1000000000004,0.5,0.0,0.0,0.5,0.0
57023.0,77.05000000000004,227.20000000000002,275.6,327.3,477.45,0.25,0.25,0.25,0.08333333333333333,0.16666666666666666
57024.0,61.999999999999986,164.6,215.1,233.0,335.6,0.2,0.2,0.2,0.4,0.0
57041.0,131.8,186.4,186.4,222.8,277.40000000000003,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.0
57042.0,88.8,119.4,129.3,139.8,170.40000000000003,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
57045.0,62.84999999999999,109.27499999999999,124.75,140.225,186.65,0.5,0.0,0.0,0.5,0.0
57054.0,55.049999999999976,113.175,132.55,151.925,210.05000000000004,0.5,0.0,0.0,0.5,0.0
57062.0,109.60000000000001,166.75,185.8,204.85,262.0,0.5,0.0,0.0,0.5,0.0
57064.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
57065.0,259.0,259.0,259.0,259.0,259.0,0.0,0.0,0.0,1.0,0.0
57086.0,72.27500000000003,127.7,141.7,164.64999999999998,220.07499999999993,0.0,0.5,0.25,0.25,0.0
57101.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
57103.0,191.5,191.5,191.5,191.5,191.5,0.0,0.0,0.0,1.0,0.0
57108.0,762.6,762.6,762.6,762.6,762.6,0.0,0.0,0.0,1.0,0.0
57121.0,186.4,186.4,186.4,186.4,186.4,0.0,0.0,0.0,1.0,0.0
57122.0,199.675,224.05,233.0,240.3,264.675,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
57123.0,32.000000000000014,127.7,167.8,191.5,287.2,0.2,0.2,0.2,0.4,0.0
57131.0,119.77499999999999,163.5,171.3,192.65,236.375,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
57133.0,138.3625,186.70000000000002,198.35,218.925,267.2625,0.25,0.25,0.25,0.25,0.0
57140.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
57145.0,135.3,171.3,191.5,195.3,231.3,0.2,0.2,0.2,0.2,0.2
57146.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
